,question,answer,source
169,What specific consideration shall be given to the assessment of an application for authorization of a clinical trial where the subjects are incapacitated?,"Specific consideration shall be given to the assessment of the application for authorization of a clinical trial on the basis of expertise in the relevant disease and the patient population concerned or after taking advice on clinical, ethical and psychosocial questions in the field of the relevant disease and the patient population concerned.",CELEX_32014R0536_EN_TXT.pdf
170,"Can a sponsor withdraw an application for authorization of a clinical trial at any time, and if so, what are the requirements for withdrawal?","Yes, a sponsor may withdraw an application at any time until the reporting date. The application may only be withdrawn with respect to all Member States concerned, and the reasons for the withdrawal shall be communicated through the EU portal.",CELEX_32014R0536_EN_TXT.pdf
171,What happens if a sponsor does not apply for authorization limited to aspects covered by Part II of the assessment report within two years of the initial authorization decision?,The application on the aspects covered by Part I of the assessment report shall be deemed to have lapsed.,CELEX_32014R0536_EN_TXT.pdf
172,"Can a sponsor resubmit an application for authorization of a clinical trial after it has been refused or withdrawn, and if so, what are the requirements for resubmission?","Yes, a sponsor may resubmit an application for authorization to any intended Member State concerned. The resubmitted application shall be deemed to be a new application for authorization of another clinical trial.",CELEX_32014R0536_EN_TXT.pdf
173,"What is the process for extending an authorized clinical trial to another Member State, and what are the requirements for the application dossier?",The sponsor shall submit an application dossier to the additional Member State concerned through the EU portal. The application dossier may be submitted only after the notification date of the initial authorization decision. The reporting Member State for the application dossier shall be the reporting Member State for the initial authorization procedure.,CELEX_32014R0536_EN_TXT.pdf
174,What is the timeline for the additional Member State concerned to notify the sponsor of its decision on the application for authorization of the clinical trial?,The additional Member State concerned shall notify the sponsor through the EU portal within 52 days from the date of submission of the application dossier.,CELEX_32014R0536_EN_TXT.pdf
175,"Can an additional Member State concerned disagree with the conclusion of the reporting Member State as regards Part I of the assessment report, and if so, on what grounds?","Yes, an additional Member State concerned may disagree with the conclusion of the reporting Member State as regards Part I of the assessment report on the following grounds: (a) when it considers that participation in the clinical trial would lead to a subject receiving an inferior treatment than in normal clinical practice in the Member State concerned; (b) infringement of its national law; or (c) considerations as regards subject safety and data reliability and robustness.",CELEX_32014R0536_EN_TXT.pdf
176,"What is the process for requesting additional information from the sponsor by the reporting Member State, and what are the requirements for the sponsor's response?","The reporting Member State may request additional information from the sponsor concerning the aspects addressed in Part I of the assessment report. The sponsor shall submit the requested additional information within the period set by the reporting Member State, which shall not exceed 12 days from receipt of the request. The request for additional information and the additional information shall be submitted through the EU portal.",CELEX_32014R0536_EN_TXT.pdf
177,What happens if the sponsor does not provide additional information within the period set by the reporting Member State?,The application shall be deemed to have lapsed in the additional Member State concerned.,CELEX_32014R0536_EN_TXT.pdf
178,"What is the process for the additional Member State concerned to assess the aspects addressed in Part II of the assessment report, and what are the requirements for the sponsor's response?","The additional Member State concerned shall assess, for its territory, the aspects addressed in Part II of the assessment report within the period referred to in paragraph 3. It may request, with justified reasons, additional information from the sponsor regarding aspects addressed in Part II of the assessment report as far as its territory is concerned.",CELEX_32014R0536_EN_TXT.pdf
179,What is the maximum period by which the additional Member State concerned may extend the period referred to in paragraph 7 for obtaining and reviewing additional information from the sponsor?,31 days,CELEX_32014R0536_EN_TXT.pdf
180,Within what period shall the sponsor submit the requested additional information to the additional Member State concerned?,Within 12 days from receipt of the request,CELEX_32014R0536_EN_TXT.pdf
181,How long does the reporting Member State have to finalize the assessment report and submit it to the sponsor and other Member States concerned?,Within 38 days from the validation date,CELEX_32014R0536_EN_TXT.pdf
182,What happens if the sponsor does not provide additional information within the period set by the reporting Member State?,The application shall be deemed to have lapsed in all Member States concerned,CELEX_32014R0536_EN_TXT.pdf
183,How many days does the reporting Member State have to perform the initial assessment phase for clinical trials involving more than one Member State?,19 days from the validation date,CELEX_32014R0536_EN_TXT.pdf
184,What is the purpose of the coordinated review phase in the assessment process of substantial modification?,For all Member States concerned to jointly review the application based on the draft assessment report and share any considerations relevant to the application,CELEX_32014R0536_EN_TXT.pdf
185,Within what period shall the reporting Member State submit the final assessment report to the sponsor and other Member States concerned after the coordinated review phase?,Within 7 days from the end of the coordinated review phase,CELEX_32014R0536_EN_TXT.pdf
186,How long does the reporting Member State have to request additional information from the sponsor between the validation date and the reporting date?,Within 31 days,CELEX_32014R0536_EN_TXT.pdf
187,What happens if the reporting Member State has not notified the sponsor of its decision within the period referred to in paragraph 3 or the extended period?,The conclusion on Part I of the assessment report shall be deemed to be the decision of that additional Member State concerned on the application for authorization of the clinical trial,CELEX_32014R0536_EN_TXT.pdf
188,"Within what period shall each Member State concerned notify the sponsor through the EU portal as to whether the substantial modification is authorized, authorized subject to conditions, or whether authorization is refused?",Within 5 days from the reporting date,CELEX_32014R0536_EN_TXT.pdf
189,What is the procedure for authorizing a substantial modification of a clinical trial?,"The procedure involves the submission of an application dossier to the Member State concerned, which then assesses the modification and provides a conclusion on its acceptability. The conclusion is deemed to be the conclusion of all Member States concerned, unless a Member State disagrees with the conclusion on specific grounds.",CELEX_32014R0536_EN_TXT.pdf
190,What are the grounds on which a Member State can disagree with the conclusion of the reporting Member State?,"A Member State can disagree with the conclusion on the grounds that participation in the clinical trial would lead to a subject receiving an inferior treatment than in normal clinical practice in the Member State concerned, infringement of its national law, or considerations as regards subject safety and data reliability and robustness.",CELEX_32014R0536_EN_TXT.pdf
191,What is the role of the EU portal in the authorization procedure for substantial modifications?,"The EU portal is used for the submission of the application dossier, notification of the sponsor, and communication of the conclusion and decision on the substantial modification. It is also used for the submission of additional information and the request for additional information.",CELEX_32014R0536_EN_TXT.pdf
192,What is the timeline for the assessment of a substantial modification by the Member State concerned?,The Member State concerned has 38 days from the validation date to assess the substantial modification and provide a conclusion. This period can be extended by a maximum of 31 days if additional information is requested from the sponsor.,CELEX_32014R0536_EN_TXT.pdf
193,What happens if the sponsor does not provide additional information within the specified period?,"If the sponsor does not provide additional information within the specified period, the application shall be deemed to have lapsed in that Member State.",CELEX_32014R0536_EN_TXT.pdf
194,Can a Member State refuse to authorize a substantial modification?,"Yes, a Member State can refuse to authorize a substantial modification if it finds that the aspects covered by Part II of the assessment report are not complied with or if an ethics committee has issued a negative opinion which is valid for that entire Member State.",CELEX_32014R0536_EN_TXT.pdf
195,What is the procedure for appealing a refusal to authorize a substantial modification?,The Member State concerned shall provide for an appeal procedure in respect of such refusal.,CELEX_32014R0536_EN_TXT.pdf
196,How is the validation date of the application determined?,"The validation date of the application is the date on which the sponsor is notified in accordance with paragraph 1 or 3 of Article 20. If the sponsor is not notified, the validation date shall be the last day of the respective periods referred to in paragraphs 1 and 3.",CELEX_32014R0536_EN_TXT.pdf
197,What is the purpose of Part II of the assessment report?,Part II of the assessment report covers the aspects of the substantial modification that are specific to each Member State concerned and are assessed by each Member State for its own territory.,CELEX_32014R0536_EN_TXT.pdf
198,How is the decision on the substantial modification of aspects covered by Parts I and II of the assessment report notified to the sponsor?,"The decision is notified to the sponsor through the EU portal by way of a single decision within five days from the reporting date or from the last day of the assessment period referred to in Article 22, whichever is later.",CELEX_32014R0536_EN_TXT.pdf
199,What is the procedure for a Member State to follow when assessing a substantial modification of a clinical trial?,"The Member State shall include in its decision its conclusion on the substantial modification of aspects covered by Part II of the assessment report. If the Member State disagrees with the conclusion of the reporting Member State or finds that the aspects covered by Part II are not complied with, it shall refuse to authorize the substantial modification and provide for an appeal procedure.",CELEX_32014R0536_EN_TXT.pdf
200,What are the requirements for the application dossier for the authorization of a clinical trial?,"The application dossier shall contain all required documentation and information necessary for the validation and assessment referred to in Chapter II, including the conduct of the clinical trial, the sponsor, investigators, potential subjects, subjects, and clinical trial sites, the investigational medicinal products and auxiliary medicinal products, measures to protect subjects, and justification as to why the clinical trial is a low-intervention clinical trial, if claimed by the sponsor.",CELEX_32014R0536_EN_TXT.pdf
201,What are the requirements for the language of the application dossier?,"The language of the application dossier, or parts thereof, shall be determined by the Member State concerned. Member States may consider accepting a commonly understood language in the medical field for documentation not addressed to the subject.",CELEX_32014R0536_EN_TXT.pdf
202,What are the conditions that must be met for a clinical trial to be conducted?,"A clinical trial may be conducted only where the anticipated benefits to the subjects or to public health justify the foreseeable risks and inconveniences, the subjects or their legally designated representatives have been informed and have given informed consent, the rights of the subjects to physical and mental integrity, to privacy and to the protection of the data concerning them are safeguarded, and the medical care provided to the subjects is the responsibility of an appropriately qualified medical doctor or dental practitioner.",CELEX_32014R0536_EN_TXT.pdf
203,What is the procedure for obtaining informed consent from a subject or their legally designated representative?,"Informed consent shall be written, dated, and signed by the person performing the interview and by the subject or their legally designated representative after having been duly informed. The subject or their legally designated representative shall be provided with a copy of the document by which informed consent has been given, and adequate time shall be given for the subject or their legally designated representative to consider their decision to participate in the clinical trial.",CELEX_32014R0536_EN_TXT.pdf
204,What are the requirements for the information given to the subject or their legally designated representative for the purposes of obtaining informed consent?,"The information shall enable the subject or their legally designated representative to understand the nature, objectives, benefits, implications, risks, and inconveniences of the clinical trial, the subject's rights and guarantees regarding their protection, the conditions under which the clinical trial is to be conducted, and the possible treatment alternatives, including the follow-up measures if the participation of the subject in the clinical trial is discontinued.",CELEX_32014R0536_EN_TXT.pdf
205,What are the requirements for the use of data from a clinical trial started before the date referred to in the second paragraph of Article 99?,"Data from a clinical trial started before the date referred to in the second paragraph of Article 99 shall only be submitted in an application dossier if that clinical trial is registered in a public register which is a primary or partner registry of, or a data provider to, the WHO ICTRP or if the results of that clinical trial have been published in an independent peer-reviewed scientific publication.",CELEX_32014R0536_EN_TXT.pdf
206,What are the requirements for the submission of non-clinical information in an application dossier?,"Non-clinical information submitted in an application dossier shall be based on data derived from studies complying with Union law on the principles of good laboratory practice, as applicable at the time of performance of those studies.",CELEX_32014R0536_EN_TXT.pdf
207,What is the procedure for a subject or their legally designated representative to withdraw from a clinical trial?,"Any subject or their legally designated representative may, without any resulting detriment and without having to provide any justification, withdraw from the clinical trial at any time by revoking their informed consent. The withdrawal of informed consent shall not affect the activities already carried out and the use of data obtained based on informed consent before its withdrawal.",CELEX_32014R0536_EN_TXT.pdf
208,What are the requirements for the documentation of informed consent?,"Informed consent shall be documented, and the subject or their legally designated representative shall be provided with a copy of the document by which informed consent has been given. Adequate time shall be given for the subject or their legally designated representative to consider their decision to participate in the clinical trial.",CELEX_32014R0536_EN_TXT.pdf
209,"What are the conditions under which informed consent may be obtained after the decision to include a subject in a clinical trial, as per Article 35?","The conditions are: (a) due to the urgency of the situation, the subject is unable to provide prior informed consent; (b) there are scientific grounds to expect that participation will produce a direct clinically relevant benefit; (c) it is not possible to obtain prior informed consent from the subject's legally designated representative; (d) the investigator certifies that the subject has not expressed objections to participating; (e) the clinical trial relates directly to the subject's medical condition; and (f) the clinical trial poses a minimal risk to, and imposes a minimal burden on, the subject.",CELEX_32014R0536_EN_TXT.pdf
210,"What is the requirement for notifying the start of a clinical trial, as per Article 36?","The sponsor shall notify each Member State concerned of the start of a clinical trial in relation to that Member State through the EU portal, within 15 days from the start of the clinical trial.",CELEX_32014R0536_EN_TXT.pdf
211,"What information must be submitted to the EU database after the end of a clinical trial, as per Article 37?","The sponsor shall submit a summary of the results of the clinical trial, accompanied by a summary written in a manner that is understandable to laypersons, within one year from the end of the clinical trial. The content of the summaries is set out in Annexes IV and V.",CELEX_32014R0536_EN_TXT.pdf
212,"Under what circumstances may a clinical trial be temporarily halted or terminated, as per Article 37?","A clinical trial may be temporarily halted or terminated for reasons not affecting the benefit-risk balance, or for reasons of subject safety. The sponsor shall notify each Member State concerned through the EU portal within 15 days of the temporary halt or termination.",CELEX_32014R0536_EN_TXT.pdf
213,"What is the requirement for updating the contents of the summary of results and summary for laypersons, as per Article 39?","The Commission shall be empowered to adopt delegated acts to amend Annexes IV and V, in order to adapt them to technical progress or to take account of international regulatory developments, in which the Union or the Member States are involved, in the field of clinical trials.",CELEX_32014R0536_EN_TXT.pdf
214,"What is the purpose of the electronic database for safety reporting, as per Article 40?","The electronic database is for the reporting of suspected unexpected serious adverse reactions, and shall be a module of the Eudravigilance database. The Agency shall develop a standard web-based structured form for reporting by sponsors to the database.",CELEX_32014R0536_EN_TXT.pdf
215,"What is the requirement for the sponsor to notify the restart of a temporarily halted clinical trial, as per Article 37?",The sponsor shall notify each Member State concerned through the EU portal within 15 days from the restart of the temporarily halted clinical trial in all Member States concerned.,CELEX_32014R0536_EN_TXT.pdf
216,"Under what circumstances may the sponsor be required to submit intermediate results to the EU database, as per Article 37?","Where the clinical trial protocol provides for an intermediate data analysis date prior to the end of the clinical trial, and the respective results of the clinical trial are available, a summary of those results shall be submitted to the EU database within one year of the intermediate data analysis date.",CELEX_32014R0536_EN_TXT.pdf
217,"What is the requirement for the sponsor to notify the early termination of a clinical trial, as per Article 37?","The sponsor shall notify each Member State concerned through the EU portal within 15 days from the early termination of the clinical trial, including the reasons for such action and, when appropriate, follow-up measures for the subjects.",CELEX_32014R0536_EN_TXT.pdf
218,"What is the requirement for the sponsor to submit the clinical study report to the EU database, as per Article 37?","The sponsor shall submit the clinical study report to the EU database within 30 days after the day the marketing authorisation has been granted, the procedure for granting the marketing authorisation has been completed, or the applicant for marketing authorisation has withdrawn the application.",CELEX_32014R0536_EN_TXT.pdf
219,What is the responsibility of the investigator regarding reporting of adverse events and serious adverse events to the sponsor?,The investigator shall record and document adverse events or laboratory abnormalities identified in the protocol as critical to the safety evaluation and report them to the sponsor in accordance with the reporting requirements and within the periods specified in the protocol.,CELEX_32014R0536_EN_TXT.pdf
220,How should the sponsor report suspected unexpected serious adverse reactions to the Agency?,"The sponsor shall report electronically and without delay to the database referred to in Article 40(1) all relevant information about suspected unexpected serious adverse reactions, including those that occur in a clinical trial performed exclusively in a third country, if that clinical trial is sponsored by the same sponsor or another sponsor who is part of the same parent company or develops a medicinal product jointly with the sponsor.",CELEX_32014R0536_EN_TXT.pdf
221,What is the purpose of the annual reporting by the sponsor to the Agency?,"The sponsor shall submit annually through the database referred to in Article 40(1) to the Agency a report on the safety of each investigational medicinal product used in a clinical trial for which it is the sponsor, containing aggregate and anonymised data.",CELEX_32014R0536_EN_TXT.pdf
222,How should Member States cooperate in assessing the information reported in accordance with Articles 42 and 43?,"Member States shall cooperate in assessing the information reported in accordance with Articles 42 and 43, and the responsible ethics committee shall be involved in the assessment if it has been provided for in the law of the Member State concerned.",CELEX_32014R0536_EN_TXT.pdf
223,What are the technical aspects for safety reporting in accordance with Articles 41 to 44?,"Technical aspects for safety reporting in accordance with Articles 41 to 44 are contained in Annex III, and the Commission may adopt delegated acts to amend Annex III for the purpose of improving the level of protection of subjects, adapting technical requirements to technical progress, or taking account of international regulatory developments in the field of safety requirements in clinical trials.",CELEX_32014R0536_EN_TXT.pdf
224,What is the responsibility of the sponsor and the investigator regarding compliance with the protocol and good clinical practice?,"The sponsor and the investigator shall ensure that the clinical trial is conducted in accordance with the protocol and with the principles of good clinical practice, and shall take appropriate account of the quality standards and the ICH guidelines on good clinical practice.",CELEX_32014R0536_EN_TXT.pdf
225,What is the purpose of monitoring by the sponsor?,"The sponsor shall adequately monitor the conduct of a clinical trial to verify that the rights, safety and well-being of subjects are protected, that the reported data are reliable and robust, and that the conduct of the clinical trial is in compliance with the requirements of this Regulation.",CELEX_32014R0536_EN_TXT.pdf
226,What are the requirements for the suitability of individuals involved in conducting the clinical trial?,"The investigator shall be a medical doctor or a person following a profession which is recognised in the Member State concerned as qualifying for an investigator because of the necessary scientific knowledge and experience in patient care, and other individuals involved in conducting a clinical trial shall be suitably qualified by education, training and experience to perform their tasks.",CELEX_32014R0536_EN_TXT.pdf
227,What are the requirements for the suitability of clinical trial sites?,The facilities where the clinical trial is to be conducted shall be suitable for the conduct of the clinical trial in compliance with the requirements of this Regulation.,CELEX_32014R0536_EN_TXT.pdf
228,"What are the requirements for the traceability, storage, return and destruction of investigational medicinal products?","Investigational medicinal products shall be traceable, and shall be stored, returned and/or destroyed as appropriate and proportionate to ensure the safety of the subject and the reliability and robustness of the data generated in the clinical trial.",CELEX_32014R0536_EN_TXT.pdf
229,What is the requirement for the sponsor to notify the Member States concerned about a serious breach of this Regulation or of the version of the protocol applicable at the time of the breach?,The sponsor shall notify the Member States concerned through the EU portal without undue delay but not later than seven days of becoming aware of that breach.,CELEX_32014R0536_EN_TXT.pdf
230,What is considered a 'serious breach' for the purposes of Article 52?,A breach likely to affect to a significant degree the safety and rights of a subject or the reliability and robustness of the data generated in the clinical trial.,CELEX_32014R0536_EN_TXT.pdf
231,What is the requirement for the sponsor to notify the Member States concerned about unexpected events that affect the benefit-risk balance of the clinical trial?,"The sponsor shall notify the Member States concerned through the EU portal of all unexpected events which affect the benefit-risk balance of the clinical trial, but are not suspected unexpected serious adverse reactions as referred to in Article 42, without undue delay but no later than 15 days from the date the sponsor became aware of this event.",CELEX_32014R0536_EN_TXT.pdf
232,What is the requirement for the sponsor and the investigator to take urgent safety measures to protect the subjects in the event of an unexpected event likely to seriously affect the benefit-risk balance?,"The sponsor and the investigator shall take appropriate urgent safety measures to protect the subjects, and the sponsor shall notify the Member States concerned, through the EU portal, of the event and the measures taken, without undue delay but no later than seven days from the date the measures have been taken.",CELEX_32014R0536_EN_TXT.pdf
233,What is the requirement for the sponsor to provide the investigator with the investigator's brochure?,"The sponsor shall provide the investigator with the investigator's brochure, which shall be updated where new and relevant safety information becomes available, and shall be reviewed by the sponsor at least once per year.",CELEX_32014R0536_EN_TXT.pdf
234,"What is the requirement for the recording, processing, handling, and storage of clinical trial information?","All clinical trial information shall be recorded, processed, handled, and stored by the sponsor or investigator, as applicable, in such a way that it can be accurately reported, interpreted and verified while the confidentiality of records and the personal data of the subjects remain protected in accordance with the applicable law on personal data protection.",CELEX_32014R0536_EN_TXT.pdf
235,What is the requirement for the sponsor and the investigator to keep a clinical trial master file?,"The sponsor and the investigator shall keep a clinical trial master file, which shall at all times contain the essential documents relating to that clinical trial which allow verification of the conduct of a clinical trial and the quality of the data generated, taking into account all characteristics of the clinical trial.",CELEX_32014R0536_EN_TXT.pdf
236,What is the requirement for the archiving of the clinical trial master file?,"Unless other Union law requires archiving for a longer period, the sponsor and the investigator shall archive the content of the clinical trial master file for at least 25 years after the end of the clinical trial, and the content of the clinical trial master file shall be archived in a way that ensures that it is readily available and accessible, upon request, to the competent authorities.",CELEX_32014R0536_EN_TXT.pdf
237,What is the requirement for the use of authorised auxiliary medicinal products in a clinical trial?,"Only authorised auxiliary medicinal products may be used in a clinical trial, unless no authorised auxiliary medicinal product is available in the Union or where the sponsor cannot reasonably be expected to use an authorised auxiliary medicinal product, in which case a justification shall be included in the protocol.",CELEX_32014R0536_EN_TXT.pdf
238,What is the requirement for the authorisation of manufacturing and import of investigational medicinal products?,"The manufacturing and import of investigational medicinal products in the Union shall be subject to the holding of an authorisation, which shall be obtained by meeting the requirements set out in Article 61, including having suitable and sufficient premises, technical equipment and control facilities, and having permanently and continuously at its disposal the services of at least one qualified person.",CELEX_32014R0536_EN_TXT.pdf
239,What are the responsibilities of the qualified person in ensuring the compliance of investigational medicinal products with the requirements set out in Article 63?,The qualified person shall ensure that each batch of investigational medicinal products manufactured in or imported into the Union complies with the requirements set out in Article 63 and shall certify that those requirements are fulfilled.,CELEX_32014R0536_EN_TXT.pdf
240,"What are the principles and guidelines of good manufacturing practice for investigational medicinal products, and who is responsible for adopting and publishing them?","The Commission shall adopt and publish detailed guidelines in line with the principles of good manufacturing practice, and revise them when necessary, taking into account technical and scientific progress.",CELEX_32014R0536_EN_TXT.pdf
241,What information shall appear on the outer packaging and immediate packaging of unauthorized investigational medicinal products and unauthorized auxiliary medicinal products?,"The information shall include: contact persons or persons involved in the clinical trial, information to identify the clinical trial, information to identify the medicinal product, and information related to the use of the medicinal product.",CELEX_32014R0536_EN_TXT.pdf
242,"Under what circumstances may sponsors delegate their tasks to individuals, companies, institutions, or organizations, and what are the implications for the sponsor's responsibility?","Sponsors may delegate their tasks in a written contract, which shall be without prejudice to the responsibility of the sponsor, in particular regarding the safety of subjects and the reliability and robustness of the data generated in the clinical trial.",CELEX_32014R0536_EN_TXT.pdf
243,What are the responsibilities of the principal investigator in ensuring compliance of a clinical trial at a clinical trial site with the requirements of this Regulation?,"The principal investigator shall ensure compliance of a clinical trial at a clinical trial site with the requirements of this Regulation, and assign tasks among the members of the team of investigators in a way which is not compromising the safety of subjects and the reliability and robustness of the data generated in the clinical trial at that clinical trial site.",CELEX_32014R0536_EN_TXT.pdf
244,"What are the requirements for labeling of authorized investigational medicinal products and authorized auxiliary medicinal products, and what shall be taken into account in this regard?","Authorized investigational medicinal products and authorized auxiliary medicinal products shall be labeled in accordance with Article 66(1) or Title V of Directive 2001/83/EC, taking into account the specific circumstances of the clinical trial, subject safety, and data reliability and robustness.",CELEX_32014R0536_EN_TXT.pdf
245,"What are the requirements for the language of the information on the label, and what is the responsibility of the Member State concerned in this regard?","The language of the information on the label shall be determined by the Member State concerned, and the medicinal product may be labeled in several languages.",CELEX_32014R0536_EN_TXT.pdf
246,"Under what circumstances may a clinical trial have one or several sponsors, and what are the implications for the sponsor's responsibility?","A clinical trial may have one or several sponsors, and the sponsors may decide on their respective responsibilities in a written contract. The responsibility for subject safety, data reliability, and robustness lies with the sponsors.",CELEX_32014R0536_EN_TXT.pdf
247,"What are the requirements for the establishment of a legal representative in the Union for sponsors not established in the Union, and what is the responsibility of the legal representative?","The sponsor shall establish a legal representative in the Union, who shall be responsible for ensuring compliance with the sponsor's obligations pursuant to this Regulation, and shall be the addressee for all communications with the sponsor provided for in this Regulation.",CELEX_32014R0536_EN_TXT.pdf
248,"What are the requirements for the labeling of radiopharmaceuticals used as diagnostic investigational medicinal products or auxiliary medicinal products, and what is the responsibility of the sponsor in this regard?","Radiopharmaceuticals shall be labeled appropriately to ensure subject safety and data reliability and robustness, and the sponsor shall be responsible for ensuring compliance with this requirement.",CELEX_32014R0536_EN_TXT.pdf
249,What is the requirement for clinical trials conducted in more than one Member State regarding the establishment of a contact person in the Union?,The sponsor must establish at least a contact person in the Union in respect of that clinical trial who shall be the addressee for all communications with the sponsor provided for in this Regulation.,CELEX_32014R0536_EN_TXT.pdf
250,"What is the liability of the sponsor, investigator, or persons to whom the sponsor has delegated tasks in case of damage suffered by a subject resulting from participation in a clinical trial?","The civil and criminal liability of the sponsor, investigator, or persons to whom the sponsor has delegated tasks is not affected by this Regulation.",CELEX_32014R0536_EN_TXT.pdf
251,What is the requirement for Member States regarding the compensation for any damage suffered by a subject resulting from participation in a clinical trial conducted on their territory?,"Member States shall ensure that systems for compensation for any damage suffered by a subject resulting from participation in a clinical trial conducted on their territory are in place in the form of insurance, a guarantee, or a similar arrangement that is equivalent as regards its purpose and which is appropriate to the nature and the extent of the risk.",CELEX_32014R0536_EN_TXT.pdf
252,What measures can a Member State concerned take if it has justified grounds for considering that the requirements set out in this Regulation are no longer met?,"The Member State concerned may take the following measures on its territory: revoke the authorisation of a clinical trial, suspend a clinical trial, or require the sponsor to modify any aspect of the clinical trial.",CELEX_32014R0536_EN_TXT.pdf
253,What is the role of the EU portal in the submission of data and information relating to clinical trials?,"The EU portal is a single entry point for the submission of data and information relating to clinical trials in accordance with this Regulation, and data and information submitted through the EU portal shall be stored in the EU database.",CELEX_32014R0536_EN_TXT.pdf
254,"What is the purpose of the EU database, and what data and information does it contain?","The EU database is established to enable cooperation between the competent authorities of the Member States concerned to the extent that it is necessary for the application of this Regulation, and to search for specific clinical trials. It contains the data and information submitted in accordance with this Regulation, and identifies each clinical trial by a unique EU trial number.",CELEX_32014R0536_EN_TXT.pdf
255,What is the role of the Agency in the setup and maintenance of the EU portal and EU database?,"The Agency shall, in collaboration with the Member States and the Commission, set up and maintain the EU portal and EU database, and shall be considered to be the controller of the EU database.",CELEX_32014R0536_EN_TXT.pdf
256,"What is the purpose of the inspection report, and who is responsible for drawing it up?","The inspection report is drawn up by the Member State under whose responsibility the inspection has been conducted, and it shall be made available to the inspected entity and the sponsor of the relevant clinical trial, and shall be submitted through the EU portal.",CELEX_32014R0536_EN_TXT.pdf
257,"What is the role of the Commission in conducting Union controls, and what is the purpose of these controls?","The Commission may conduct controls in order to verify whether Member States correctly supervise compliance with this Regulation, whether the regulatory system applicable to clinical trials conducted outside the Union ensures that certain requirements are complied with, and whether the regulatory system applicable to clinical trials conducted outside the Union ensures that Article 25(5) of this Regulation is complied with.",CELEX_32014R0536_EN_TXT.pdf
258,"What is the purpose of the EU medicinal product number and EU active substances code, and when are they issued?","The EU medicinal product number and EU active substances code are issued for every medicinal product without a marketing authorisation and for each new active substance not previously authorised as part of a medicinal product in the Union, respectively, and they are issued before or during the application for authorisation of the first clinical trial with that product or active substance submitted in accordance with this Regulation.",CELEX_32014R0536_EN_TXT.pdf
259,What is the requirement for the user interface of the EU database?,The user interface of the EU database shall be available in all official languages of the Union.,CELEX_32014R0536_EN_TXT.pdf
260,What is the responsibility of the sponsor regarding updates to the EU database?,The sponsor shall permanently update in the EU database information on any changes to the clinical trials which are not substantial modifications but are relevant for the supervision of the clinical trial by the Member States concerned.,CELEX_32014R0536_EN_TXT.pdf
261,What rights do data subjects have under Regulation (EC) No 45/2001 and national data protection legislation?,"Data subjects have the right to information, to access, to rectify and to object, and the right to have inaccurate or incomplete data corrected or erased.",CELEX_32014R0536_EN_TXT.pdf
262,What is the role of the Clinical Trials Coordination and Advisory Group (CTAG)?,"The CTAG shall support the exchange of information between the Member States and the Commission on the experience acquired with regard to the implementation of this Regulation, assist the Commission in providing support, and prepare recommendations on criteria regarding the selection of a reporting Member State.",CELEX_32014R0536_EN_TXT.pdf
263,Can Member States levy a fee for the activities set out in this Regulation?,"Yes, Member States can levy a fee for the activities set out in this Regulation, provided that the level of the fee is set in a transparent manner and on the basis of cost recovery principles.",CELEX_32014R0536_EN_TXT.pdf
264,What is the purpose of the Standing Committee on Medicinal Products for Human Use established by Directive 2001/83/EC?,The Committee shall assist the Commission in the implementation of this Regulation.,CELEX_32014R0536_EN_TXT.pdf
265,Can the European Parliament or the Council revoke the delegation of power to the Commission?,"Yes, the European Parliament or the Council can revoke the delegation of power to the Commission at any time, and such revocation shall take effect the day following the publication of the decision in the Official Journal of the European Union or at a later date specified therein.",CELEX_32014R0536_EN_TXT.pdf
266,What is the requirement for the implementation of gene therapy clinical trials?,No gene therapy clinical trials may be carried out which result in modifications to the subject's germ line genetic identity.,CELEX_32014R0536_EN_TXT.pdf
267,Is this Regulation without prejudice to other Union legislation?,"Yes, this Regulation is without prejudice to Council Directive 97/43/Euratom, Council Directive 96/29/Euratom, Directive 2001/18/EC, Directive 2004/23/EC, Directive 2002/98/EC, Directive 2010/53/EC, and Directive 2009/41/EC.",CELEX_32014R0536_EN_TXT.pdf
268,What is the requirement for the adoption of delegated acts by the Commission?,"A delegated act adopted by the Commission shall enter into force only if no objection has been expressed either by the European Parliament or the Council within a period of two months from notification of that act to the European Parliament and the Council or if, before the expiry of that period, the European Parliament and the Council have both informed the Commission that they will not object.",CELEX_32014R0536_EN_TXT.pdf
269,What is the purpose of Article 92 of the Regulation?,"Article 92 states that the costs for investigational medicinal products, auxiliary medicinal products, medical devices used for their administration, and procedures specifically required by the protocol shall not be borne by the subject, unless the law of the Member State concerned provides otherwise.",CELEX_32014R0536_EN_TXT.pdf
270,What is the purpose of Article 93 of the Regulation?,"Article 93 states that Member States shall apply Directive 95/46/EC to the processing of personal data carried out in the Member States pursuant to this Regulation, and Regulation (EC) No 45/2001 shall apply to the processing of personal data carried out by the Commission and the Agency pursuant to this Regulation.",CELEX_32014R0536_EN_TXT.pdf
271,What is the purpose of Article 94 of the Regulation?,"Article 94 states that Member States shall lay down rules on penalties applicable to infringements of this Regulation and shall take all measures necessary to ensure that they are implemented. The penalties provided for shall be effective, proportionate, and dissuasive.",CELEX_32014R0536_EN_TXT.pdf
272,What is the purpose of Article 95 of the Regulation?,Article 95 states that this Regulation is without prejudice to national and Union law on the civil and criminal liability of a sponsor or an investigator.,CELEX_32014R0536_EN_TXT.pdf
