,question,answer,source,length
942,Can a subscriber exit at any point of time from National Pension System?,"Yes, notwithstanding exercise of the option to continue in the National Pension System and contribute to his retirement account beyond the age of sixty years or the age of superannuation, the subscriber may exit at any point of time from National Pension System, by submitting a request to central recordkeeping agency or the National Pension System Trust or any intermediary or entity authorized by the Authority for the purpose.",nps.pdf,430
943,What is the rule regarding exit of a subscriber who has been discharged from service on account of invalidation or disability?,"If the employer certifies that the subscriber has been discharged from the services of the concerned office on account of invalidation or disability, the exit shall be determined as specified under sub-regulation (a).",nps.pdf,217
944,What are the grounds on which a Central Government employee can exit from National Pension System?,"A Central Government employee can exit from National Pension System on the following grounds: completion of twenty years' regular service, benefits on retirement under Rule 56 of fundamental rules or under the special voluntary retirement Scheme, entitlement on retirement on invalidation, and entitlement on boarding out from service on account of disablement.",nps.pdf,361
945,Can a subscriber who has not exercised the option to continue in the National Pension System and contribute to his retirement account beyond the age of sixty years or the age of superannuation within the stipulated period still exercise the option?,"Yes, such subscriber who has not exercised the option within the period of fifteen days, but desires to continue with his individual pension account under National Pension System, beyond the age of sixty years or the age of superannuation, as the case may be, and to the extent so permitted, may do so by making an application in writing with reasons for such delay to the National Pension System Trust.",nps.pdf,403
946,What happens to a subscriber's accumulated pension wealth if they exit the National Pension System before attaining the age of superannuation?,At least eighty per cent of the accumulated pension wealth shall be utilized for purchase of annuity and the balance shall be paid to the subscriber in lump sum or in another manner from among the options made available by the Authority from time to time.,nps.pdf,255
947,Can a subscriber opt out of the default annuity option and choose an annuity contract of their choice?,"Yes, a subscriber can opt out of the default annuity option and choose an annuity contract of their choice from the available annuity types or contracts with the annuity service providers empanelled by the Authority.",nps.pdf,216
948,What happens to the accumulated pension wealth of a subscriber if they die before attaining the age of superannuation?,"At least eighty per cent of the accumulated pension wealth shall be utilized for purchase of annuity and the balance shall be paid as lump sum or in another manner from among the options made available by the Authority from time to time to the nominee or nominees or legal heirs, as the case may be, of such subscriber.",nps.pdf,319
949,Can a subscriber withdraw their entire accumulated pension wealth without purchasing an annuity if the amount is equal to or less than a certain limit?,"Yes, if the accumulated pension wealth is equal to or less than two lakh fifty thousand rupees or a limit to be specified by the Authority, the subscriber can withdraw the entire accumulated pension wealth without purchasing an annuity.",nps.pdf,236
950,What happens to the accumulated pension wealth of a subscriber if they are absorbed in or under a corporation or company or body wholly or substantially owned or controlled or financed by the Central Government or a State Government and the National Pension System does not exist in the new organization?,The subscriber's accumulated pension wealth shall be dealt with in accordance with the regulations.,nps.pdf,99
951,Can a subscriber continue to be subscribed to the National Pension System if their accumulated pension wealth is more than a certain limit but they are less than the minimum age required for purchasing any annuity?,"Yes, if the accumulated pension wealth is more than two lakh fifty thousand rupees or a limit to be specified by the Authority but the age of the subscriber is less than the minimum age required for purchasing any annuity, the subscriber shall continue to be subscribed to the National Pension System until they attain the age of eligibility for purchase of any annuity.",nps.pdf,370
952,What happens to the purchase price of the annuity if the subscriber dies and the annuity is re-issued to the family members?,"The purchase price of the annuity shall be utilized to re-issue the annuity to the family members in the order specified, until all the members are covered.",nps.pdf,156
953,Can a subscriber opt for a different annuity contract if the default annuity option is not available?,"Yes, if the default annuity option is not available, the subscriber shall be required to exercise the option for purchase of such annuity of their choice, within the then annuity types or contracts made available by the annuity service providers empanelled by the Authority.",nps.pdf,274
954,What happens to the accumulated pension wealth of a subscriber if they are dismissed or removed by the Government or employer before attaining the age of superannuation?,At least eighty per cent of the accumulated pension wealth shall be utilized for purchase of annuity and the balance shall be paid to the subscriber in lump sum or in another manner from among the options made available by the Authority from time to time.,nps.pdf,255
955,Can a subscriber withdraw their entire accumulated pension wealth without purchasing an annuity if they are less than the minimum age required for purchasing any annuity?,"No, if the subscriber is less than the minimum age required for purchasing any annuity, they shall continue to be subscribed to the National Pension System until they attain the age of eligibility for purchase of any annuity.",nps.pdf,225
956,What happens to the accumulated pension wealth of a subscriber who dies with an amount equal to or less than five lakh rupees in their retirement account?,"The nominee or legal heir(s) shall have the option to withdraw the entire accumulated pension wealth without requiring to purchase any annuity, and upon such exercise of this option, the right of the family members to receive any pension or other amounts under the National Pension System shall extinguish.",nps.pdf,306
957,What is the process for a subscriber who is identified as a missing person by the nodal office or employer?,"Twenty percent of the accumulated pension wealth shall be paid as an interim relief in lump sum to the nominee(s) or legal heir(s), and the remaining eighty percent shall be mandatorily utilized for purchase of annuity after determination of subscriber as missing and presumed dead, as per the provisions of the Indian Evidence Act 1872 and amendments thereto.",nps.pdf,360
958,What are the exit options for a subscriber who attains the age of sixty years or superannuates in accordance with the service rules applicable to such subscriber?,"At least forty percent out of the accumulated pension wealth of such subscriber shall be mandatorily utilized for purchase of annuity providing for a monthly or any other periodical pension, and the balance of the accumulated pension wealth, after such utilization, shall be paid to the subscriber in lump sum.",nps.pdf,310
959,Can a subscriber withdraw the entire accumulated pension wealth without purchasing any annuity if the amount is equal to or less than a certain limit?,"Yes, if the accumulated pension wealth of the subscriber is equal to or less than a sum of five lakh rupees, the subscriber shall have the option to withdraw the entire accumulated pension wealth without purchasing any annuity.",nps.pdf,227
960,What happens to a subscriber who does not exit from the National Pension System and continues to contribute to their retirement account beyond the age of sixty years or superannuation?,"The subscriber shall have the option to continue in the National Pension System and contribute to their retirement account beyond the age of sixty years or superannuation, but shall not have the option to defer the lump sum or annuity.",nps.pdf,235
961,Can a subscriber exit from the National Pension System at any point of time after exercising the option to continue contributing to their retirement account beyond the age of sixty years or superannuation?,"Yes, the subscriber may exit at any point of time from the National Pension System, by submitting a request to National Pension System Trust or any intermediary or entity authorized by the Authority for the purpose.",nps.pdf,215
962,What happens to the accumulated pension wealth of a subscriber who dies during the period of continuation after exercising the option to continue contributing to their retirement account beyond the age of sixty years or superannuation?,"The entire accumulated pension wealth of the subscriber shall be paid to the nominee(s) or legal heir(s), as the case may be, of such subscriber, and the nominee(s) or family member(s) of the deceased subscriber shall have the option to purchase any of the annuities being offered upon exit, if they so desire.",nps.pdf,310
963,What is the process for a subscriber to exercise the option to continue contributing to their retirement account beyond the age of sixty years or superannuation?,The subscriber shall have the option to continue in the National Pension System and contribute to their retirement account beyond the age of sixty years or superannuation by giving in writing or in such form as may be specified of the age not exceeding seventy years and up to which he would like to contribute to his individual pension account.,nps.pdf,345
964,What is the time limit for a subscriber to exercise the option to continue contributing to their retirement account beyond the age of sixty years or superannuation?,"The option shall be exercised at least fifteen days prior to attaining the age of sixty years or age of superannuation, as the case may be, to the central recordkeeping agency or the National Pension System Trust or any other intermediary or entity authorized by the Authority for the purpose.",nps.pdf,293
965,Can a subscriber who has not exercised the option to continue contributing to their retirement account beyond the age of sixty years or superannuation still continue in the National Pension System?,"Yes, a subscriber not having any employee-employer relationship and after attaining the age of sixty years not having exercised the option to continue within the period of fifteen days, so stipulated, shall continue in the National Pension System till he attains the age of seventy years as if he has exercised the option and shall be considered as if the consent has been provided by such subscriber.",nps.pdf,401
966,What is the age limit for a subscriber to continue with their individual pension account under the National Pension System?,A subscriber can continue with their individual pension account under the National Pension System till they attain the age of seventy-five years.,nps.pdf,145
967,Can a subscriber exit from the National Pension System at any point of time?,"Yes, a subscriber may exit at any point of time from the National Pension System, by submitting a request to National Pension System Trust or any intermediary or entity authorized by the Authority for the purpose.",nps.pdf,213
968,What happens to the accumulated pension wealth of a subscriber in case of their death during the period of continuation?,"The entire accumulated pension wealth of the subscriber shall be paid to the nominee(s) or legal heir(s), as the case may be, of such subscriber.",nps.pdf,145
969,Can a subscriber defer the withdrawal of lump sum amount until they attain a certain age?,"Yes, a subscriber shall have the option to defer the withdrawal of lump sum amount until they attain the age of seventy-five years, provided they intimate their intention to do so in writing in the specified form at least fifteen days before the attainment of age of sixty years or the age of superannuation, as the case may be.",nps.pdf,328
970,What is the condition precedent to opt for deferment of annuity purchase?,"The condition precedent to opt for deferment of annuity purchase is that in case of the death of the subscriber before the due date of purchase of annuity after deferment, the entire accumulated pension wealth of the subscriber shall be paid to the nominee(s) or legal heir(s), as the case may be, of such subscriber.",nps.pdf,317
971,Can a subscriber continue to subscribe to the National Pension System beyond the age of sixty years or the age of superannuation?,"Yes, a subscriber can continue to subscribe to the National Pension System beyond the age of sixty years or the age of superannuation, provided they agree to bear the maintenance charges of the Permanent Retirement Account.",nps.pdf,223
972,What is the minimum period for which a subscriber must have subscribed to the National Pension System to opt for voluntary exit?,A subscriber must have subscribed to the National Pension System for at least a minimum period of five years to opt for voluntary exit.,nps.pdf,135
973,What percentage of the accumulated pension wealth must be utilized for purchase of annuity in case of voluntary exit?,At least eighty percent of the accumulated pension wealth must be utilized for purchase of annuity in case of voluntary exit.,nps.pdf,125
974,Can a subscriber withdraw the entire accumulated pension wealth without purchasing any annuity if the accumulated pension wealth is equal to or less than a certain amount?,"Yes, a subscriber can withdraw the entire accumulated pension wealth without purchasing any annuity if the accumulated pension wealth is equal to or less than two lakh fifty thousand rupees, or a limit to be specified by the Authority.",nps.pdf,235
975,What happens to the accumulated pension wealth of a subscriber who is physically incapacitated or has suffered a bodily disability leading to their incapability to continue with their individual pension account?,The exit in such cases shall be determined as per the provisions of sub-regulation (a) subject to the subscriber submitting a disability certificate from a Government surgeon or Doctor stating the nature and extent of disability and also certifying that the affected subscriber shall not be in a position to perform their regular duties and there is a real possibility of the affected subscriber being not able to work for the remaining period of their life.,nps.pdf,458
976,What happens to the accumulated pension wealth of a subscriber who dies before attaining the age of sixty years or the age of superannuation?,"The entire accumulated pension wealth of the subscriber shall be paid to the nominee or nominees or legal heirs, as the case may be, of such subscriber.",nps.pdf,152
977,Can a nominee or legal heir of a deceased subscriber purchase an annuity with the accumulated pension wealth?,"Yes, the nominee(s) or legal heir(s) of the deceased subscriber shall have the option to purchase any of the annuities being offered upon exit, if they so desire, while applying for withdrawal of benefits on account of deceased subscribers’ Permanent Retirement Account.",nps.pdf,270
978,What happens to the accumulated pension wealth of a subscriber who joins the National Pension System on or after attaining the age of sixty years but before attaining seventy years of age?,"On exit, at least forty percent out of the accumulated pension wealth of such subscriber shall be mandatorily utilized for purchase of annuity providing for a monthly or any other periodical pension and the balance of the accumulated pension wealth, after such utilization, shall be paid to the subscriber in lump sum.",nps.pdf,318
979,Can a subscriber who joins the National Pension System on or after attaining the age of sixty years but before attaining seventy years of age withdraw the entire accumulated pension wealth without purchasing an annuity?,"Yes, if the accumulated pension wealth of the subscriber is equal to or less than a sum of five lakh rupees or a limit to be specified by the Authority, the subscriber shall have the option to withdraw the entire accumulated pension wealth without there being any requirement of purchasing an annuity.",nps.pdf,301
980,What happens to the accumulated pension wealth of a subscriber who dies while being subscribed to the National Pension System?,"The entire accumulated pension wealth of the subscriber shall be paid to the nominee or nominees or legal heirs, as the case may be, of such subscriber, in accordance with the provisions of these regulations.",nps.pdf,208
981,Can a subscriber who is identified as a missing person by the National Pension System Trust receive an interim relief?,"Yes, twenty percent of the accumulated pension wealth shall be paid as an interim relief in lump sum to the nominee(s) or legal heir(s), as the case may be, of such subscriber.",nps.pdf,176
982,What happens to the remaining accumulated pension wealth of a subscriber who is identified as a missing person by the National Pension System Trust?,"After determination of subscriber as missing and presumed dead as per the provisions of the Indian Evidence Act 1872 and amendments thereto, the remaining eighty percent out of the accumulated pension wealth of the subscriber shall be paid to the nominee (s) or legal heir(s), as the case may be, of such subscriber.",nps.pdf,316
983,Can a subscriber registered under the National Pension System as an NPS-Lite or Swavalamban subscriber exit from the National Pension System?,"Yes, any subscriber registered under the National Pension System as an NPS-Lite or Swavalamban subscriber can exit from the National Pension System in the manner specified in the regulations.",nps.pdf,191
984,What is the minimum amount of annuity that a Swavalamban subscriber must purchase with the accumulated pension wealth?,"The annuity purchased by utilizing the mandatory minimum of forty percent of the accumulated pension wealth of the subscriber shall yield at least a monthly annuity or pension of one thousand rupees, failing which the entire accumulated pension wealth shall be annuitised in such a manner so as to yield at least a monthly annuity or pension of one thousand rupees and balance if any thereafter shall be paid in lump sum to the subscriber.",nps.pdf,439
985,Can a subscriber who is physically incapacitated or has suffered a bodily disability leading to his incapability to continue with his individual pension account under the National Pension System exit from the system?,"Yes, the exit in such cases shall be determined as per the provisions of sub-regulation (a) subject to the subscriber submitting a disability certificate from a Government surgeon or doctor stating the nature and extent of disability and also certifying that the affected subscriber shall not be in a position to perform his regular duties and there is a real possibility of the affected subscriber being not able to work for the remaining period of his life, and the percentage of disability is more than seventy-five percent.",nps.pdf,527
986,What is the condition for a subscriber to exit from the National Pension System before attaining the age of sixty years?,"At least eighty percent out of the accumulated pension wealth shall be mandatorily utilized for purchase of annuity and the balance of the accumulated pension wealth, after such utilization shall be paid to the subscriber in lump sum or he shall have a choice to collect such remaining pension wealth in accordance with the other options specified by the Authority from time to time, in the interest of the subscribers.",nps.pdf,419
987,What is the provision for a Swavalamban subscriber who exits from the National Pension System before attaining the age of sixty years?,"The annuity purchased by utilizing the mandatory minimum of eighty percent out of the accumulated pension wealth ought to yield at least a monthly annuity or pension of one thousand rupees per month, failing which the entire accumulated pension wealth shall be annuitised in such a manner so as to yield at least a monthly annuity or pension of one thousand rupees and balance if any thereafter shall be paid as lump sum to the subscriber.",nps.pdf,439
988,What is the condition for a subscriber to withdraw the accumulated pension wealth if it does not exceed one lakh rupees or a limit specified by the Authority?,"The whole pension wealth shall be paid without annuitization to the subscribers who have not availed any Swavalamban co-contribution, and also to the subscribers who though have availed Swavalamban co-contribution but are not eligible for auto migration to Atal Pension Yojana, after deducting the Government’s co-contribution with returns thereon without requiring them to continue in the scheme for minimum period of twenty-five years.",nps.pdf,437
989,What happens to the accumulated pension wealth of a subscriber who dies before attaining the age of sixty years?,"The entire accumulated pension wealth of the subscriber shall be paid to the nominee, or the legal heir of such subscriber and there shall not be any condition of mandatory purchase of annuity and provision of a monthly or periodical pension and there shall not be any requirement of the annuitization of the accumulated pension wealth of such deceased subscriber.",nps.pdf,364
990,Can a subscriber exit from the National Pension System and withdraw the accumulated pension wealth at any time?,"No, a subscriber registered under the National Pension System shall not exit therefrom, and no withdrawal from the accumulated pension wealth in the Tier-1 of the Permanent Retirement Account of such subscriber shall be permitted, except in the manner so specified under regulations 3, 4, 5 and 8 and further as mentioned in these provisions.",nps.pdf,342
991,Can the accumulated pension wealth in the Tier-I account of the Permanent Retirement Account of a subscriber be seized or attached by a court at the instance of a creditor?,"No, the accumulated pension wealth in the Tier-I account of the Permanent Retirement Account of a subscriber shall not be liable to seizure, attachment or sequestration by process of any court at the instance of a creditor, for any demand against the subscriber, or in the satisfaction of a decree or order of any such Court except where the National Pension System Trust or its authorised representative has accorded prior sanction for assignment of the pension wealth accumulated in the pension account of the subscriber.",nps.pdf,523
992,Can a subscriber assign or pledge the accumulated pension wealth in the Tier-I account of the Permanent Retirement Account?,"No, any assignment, pledge, contract, order, sale or security of any kind made by any subscriber of the National Pension System, with respect to any benefit receivable by him or her under the National Pension System, or in respect of any money payable at or on account of any such benefit to such subscriber under the National Pension System, or for giving or assigning any future interest therein shall be null and void except where the National Pension System Trust or its authorised representative has accorded prior permission for such assignment of the pension wealth accumulated in the pension account of the subscriber.",nps.pdf,626
994,What is the procedure for withholding the pension wealth by the President of India or the Governor of a State?,"The right of withholding shall have to be exercised prior to the date of superannuation of the subscriber, pursuant to a notice to be given to the National Pension System Trust or an entity to whom such authorization has been given, and seeking to withhold the said pension wealth of such subscriber.",nps.pdf,300
995,What happens to the withheld pension wealth after the conclusion of the departmental or judicial proceedings?,"The amount withheld becomes payable to the subscriber on the final settlement, as certified by the concerned Government department which has sought withholding of such benefits, and shall be paid to the subscriber as soon as possible and in no case beyond ninety days of receipt of the final order by the National Pension System Trust or any other entity or person, authorized for the purpose by the Authority.",nps.pdf,410
996,What is the provision for withholding of pension wealth in case of departmental or judicial proceedings against a subscriber?,"The employer has the right to withhold the pension wealth of the subscriber until the conclusion of the departmental or judicial proceedings, and the amount withheld shall remain subscribed to the scheme in the mode and manner in which it was held prior to resorting to such action by the employer.",nps.pdf,298
997,What happens to the amount withheld from a subscriber's pension wealth in case of departmental or judicial proceedings?,"The amount withheld shall not be paid to the subscriber until the conclusion of the departmental or judicial proceedings, and the final settlement of the withheld amount shall be made by the National Pension System Trust or any intermediary or other entity authorized for this purpose by the Authority within ninety days of the receipt of an appropriate order from the concerned employer.",nps.pdf,388
998,Can a subscriber's family members or legal heirs claim benefits under the National Pension System if the subscriber has availed additional pensionary relief from the Government or employer?,"No, if the subscriber or family members of the deceased subscriber avails additional pensionary relief from the Government or employer, the Government or employer shall have the right to adjust or seek transfer of the part or full accumulated pension corpus of the subscriber to itself, and the remaining accumulated pension corpus, if any, shall be paid to the nominees or legal heirs.",nps.pdf,386
999,What happens to a subscriber's Tier-II account upon exit from Tier-I of the National Pension System?,"The Tier-II account of the subscriber shall also be simultaneously closed, and amounts under the said account shall be paid to the subscriber or his nominees or legal heirs as the case may be, except in the case of death of the subscriber, where the Tier-II account activated by the Authority in accordance with National Pension Scheme Tier II - Tax Saver Scheme, 2020 shall be closed only after completion of lock-in period specified under the said scheme.",nps.pdf,457
1000,What happens to a subscriber's accumulated pension wealth if they have not submitted a withdrawal application within one month from the date of attainment of the age of sixty years or the age of normal superannuation?,"The accumulated pension wealth in the account of such subscriber (both under Tier I and Tier II) would be monetized and kept separately as per the guidelines or directions issued by the Authority for the said purpose, and the income earned from such safe keeping of the monetized accumulated pension wealth of the subscriber shall form part of the benefits that the subscriber is entitled under the National Pension System.",nps.pdf,423
1001,Can a subscriber's accumulated pension wealth be adjusted or transferred to the Government or employer if they have availed additional pensionary relief?,"Yes, if the subscriber or family members of the deceased subscriber avails additional pensionary relief from the Government or employer, the Government or employer shall have the right to adjust or seek transfer of the part or full accumulated pension corpus of the subscriber to itself, as per the applicable service rules.",nps.pdf,324
1002,What is the provision for payment of benefits to a subscriber's nominees or legal heirs in case of death?,"In case of death of the subscriber, the benefits shall be paid to the nominee(s) or legal heir(s), as the case may be of such subscriber as per the applicable regulations, and the remaining accumulated pension corpus, if any, shall be paid to the nominees or legal heirs.",nps.pdf,271
1003,"Can a subscriber's Tier-II account be closed before the completion of the lock-in period specified under the National Pension Scheme Tier II - Tax Saver Scheme, 2020?","No, except in the case of death of the subscriber, the Tier-II account activated by the Authority in accordance with National Pension Scheme Tier II - Tax Saver Scheme, 2020 shall be closed only after completion of lock-in period specified under the said scheme.",nps.pdf,262
1004,What happens to a subscriber's accumulated pension wealth if they have deferred the withdrawal of benefits or have partly withdrawn the benefits and have not taken the steps to completely withdraw the benefits?,"The accumulated pension wealth in the account of such subscriber (both under Tier I and Tier II) would be monetized and kept separately as per the guidelines or directions issued by the Authority for the said purpose, and the income earned from such safe keeping of the monetized accumulated pension wealth of the subscriber shall form part of the benefits that the subscriber is entitled under the National Pension System.",nps.pdf,423
1005,Who is responsible for arranging the payment of benefits to a subscriber upon exit from the National Pension System?,The National Pension System Trust or the central record keeping agency or any other entity authorized for the purpose by the Authority shall arrange for the payment of benefits to the subscriber upon exit from the National Pension System.,nps.pdf,238
1006,What is the condition for exit or withdrawals or claim settlement under National Pension System?,"A subscriber or the nominee(s), family member(s) as specified under the service rules or legal heir(s), as the case may be shall submit the exit, withdrawal or the claim settlement application along with the required documents, for the purpose of withdrawing the benefits upon exit as provided in these regulations, on or before the expected date of exit from the National Pension System to the National Pension System Trust or the central recordkeeping agency, acting on behalf of it or any other entity authorized by the Authority.",nps.pdf,533
1007,What is the purpose of partial withdrawal of accumulated pension wealth under National Pension System?,"A subscriber on the date of submission of the withdrawal form, shall be permitted to withdraw not exceeding twenty-five percent of the contributions made by such subscriber to his individual pension account, for any of the following purposes only: (a) for Higher education of his or her children including a legally adopted child; (b) for the marriage of his or her children, including a legally adopted child; (c) for the purchase or construction of a residential house or flat in his or her own name or in a joint name with his or her legally wedded spouse; (d) for treatment of specified illnesses.",nps.pdf,601
1008,What are the specified illnesses for which a subscriber can withdraw accumulated pension wealth under National Pension System?,"The specified illnesses comprise of hospitalization and treatment in respect of the following diseases: (i) Cancer; (ii) Kidney Failure (End Stage Renal Failure); (iii) Primary Pulmonary Arterial Hypertension; (iv) Multiple Sclerosis; (v) Major Organ Transplant; (vi) Coronary Artery Bypass Graft; (vii) Aorta Graft Surgery; (viii) Heart Valve Surgery; (ix) Stroke; (x) Myocardial Infarction; (xi) Coma; (xii) Total blindness; (xiii) Paralysis; (xiv) Accident of serious/life threatening nature; (xv) Any other critical illness of a life-threatening nature as stipulated in the circulars, guidelines or notifications issued by the Authority from time to time.",nps.pdf,659
1009,What is the limit for availing the benefit of partial withdrawal of accumulated pension wealth under National Pension System?,"The permitted withdrawal shall be allowed only if the following eligibility criteria and limit for availing the benefit are complied with by the subscriber: (a) the subscriber shall have been in the National Pension System at least for a period of last ten years from the date of his or her joining; (b) the subscriber shall be permitted to withdraw accumulations not exceeding twenty-five percent of the contributions made by him or her and standing to his or her credit in his or her individual pension account, as on the date of application for withdrawal.",nps.pdf,559
1010,How many times can a subscriber withdraw accumulated pension wealth under National Pension System?,The subscriber shall be allowed to withdraw only a maximum of three times during the entire tenure of subscription under the National Pension System and not less than a period of five years shall have elapsed from the last date of each of such withdrawal.,nps.pdf,255
1011,Can a subscriber withdraw accumulated wealth from Tier-II account at any time?,"Yes, a subscriber having a valid and active Tier-II account of the Permanent Retirement Account can withdraw the accumulated wealth either in full or part, at any time by applying for such withdrawal, on such application form and in such mode and manner, as may be specified by the Authority in this behalf.",nps.pdf,307
1012,Is there any limit on withdrawals from Tier-II account?,There shall be no limit on such withdrawals till the account has sufficient amount of accumulated pension wealth to take care of the applicable charges and the withdrawal amount.,nps.pdf,178
1013,What happens to the Tier-II account at the time of exit of the subscriber from the National Pension System?,"The Tier-II account shall stand automatically closed at the time of exit of the subscriber from the National Pension System, even if an application so specified for the purpose has not been received from the subscriber, and the accumulated wealth in such account shall be transferred to the bank account provided by the subscriber, while submitting his application for exit from the National Pension System.",nps.pdf,407
1014,Can a subscriber submit a request for withdrawal through a family member?,"Yes, where a subscriber is suffering from any illness specified in sub-clause (d), the request for withdrawal may be submitted, through any family member of such subscriber.",nps.pdf,173
1015,What is the condition for settlement of claims arising out of the accumulated pension corpus of deceased subscribers?,"The Authority may issue suitable directions in the interest of subscribers for settlement of such claims in favour of the family members on the basis of the legal heir certificate of the deceased subscriber, upto a specified limit, by requiring such heirs to submit such documents as may be specified.",nps.pdf,301
1016,What are the conditions under which a subscriber can withdraw from the National Pension System?,"A subscriber can withdraw from the National Pension System under certain conditions, including total blindness, paralysis, accident of a serious/life-threatening nature, or any other critical illness of a life-threatening nature as stipulated by the Authority from time to time.",nps.pdf,278
1017,What is the limit on withdrawals under the National Pension System?,"The permitted withdrawal shall be allowed only if the subscriber has been in the National Pension System for at least three years from the date of joining, and the subscriber shall be permitted to withdraw accumulations not exceeding twenty-five per cent of the contributions made by him or her and standing to his or her credit in his or her individual pension account.",nps.pdf,370
1018,How many times can a subscriber withdraw from the National Pension System?,The subscriber shall be allowed to withdraw only a maximum of three times during the entire tenure of subscription under the National Pension System.,nps.pdf,149
1019,What is the process for withdrawing from the National Pension System?,"The subscriber shall submit a request for withdrawal, along with relevant documents, to the central recordkeeping agency or the National Pension System Trust, as may be specified, for processing of such withdrawal claim through their nodal office.",nps.pdf,247
1020,Can a subscriber withdraw from Tier-II account of the Permanent Retirement Account?,"Yes, a subscriber having a valid and active Tier-II account of the Permanent Retirement Account can withdraw the accumulated wealth either in full or part, at any time by applying for such withdrawal, on such application form and in such mode and manner, as may be specified by the Authority in this behalf.",nps.pdf,307
1021,What are the conditions for annuity purchase upon exit from the National Pension System?,"The subscriber, at the time of exit, shall mandatorily purchase an annuity providing for a monthly or periodical annuity or pension as specified in these regulations, excepting those cases where exempted or provided otherwise and to the extent so exempted.",nps.pdf,256
1022,How is the annuity service provider chosen?,"The subscriber shall have an option to choose from various types of annuities, provided by the annuity service provider and the annuity so chosen shall be provided by the empaneled annuity service provider.",nps.pdf,206
1023,Is there a default annuity service provider and default annuity scheme for the benefit of subscribers exiting from the National Pension System?,"Yes, there shall be a default annuity service provider and a default annuity scheme for the benefit of subscribers exiting from the National Pension System, as specified by the Authority and placed on its website.",nps.pdf,213
1024,Can an annuity be cancelled and reinvested with another annuity service provider or in another annuity scheme?,"No, once an annuity is purchased, the option of cancellation and reinvestment with another annuity service provider or in another annuity scheme shall not be allowed unless the same is within the time limit specified by the annuity service provider, for the free look period as provided in the terms of the annuity contract.",nps.pdf,324
1025,"Who is responsible for processing, authorizing, and approving withdrawal and exit claims lodged by the subscriber?","The National Pension System Trust or any other intermediary or entity authorized by the Authority for the said purpose shall be responsible for processing, authorizing, and approving the withdrawal and exit claims lodged by the subscriber.",nps.pdf,239
1026,What is the one-time empanelment fee that needs to be submitted along with the application to the Authority?,Rupees one lakh,nps.pdf,15
1027,What is the eligibility criteria for an applicant to act as an empaneled annuity service provider?,"The applicant should be a Life Insurance Company registered and regulated by the Insurance Regulatory and Development Authority, have a minimum net worth of rupees two hundred and fifty crores, have competency in design, development and offering of annuity products, and not be barred from dealing with or selling annuity products in the market by the Insurance Regulatory and Development Authority.",nps.pdf,399
1028,Can the Authority waive or modify some or all of the eligibility criteria for reasons to be recorded in writing?,"Yes, the Authority reserves the right to waive or modify some or all of the eligibility criteria for reasons to be recorded in writing.",nps.pdf,135
1029,What is the time period within which the Authority shall dispose of an application for grant of certificate of empanelment?,Sixty days from the date of receipt of such request,nps.pdf,51
1030,What is the purpose of the presentation that the applicant may be invited to make to the Authority?,To allow the applicants to present its proposal to the Authority and to explain the key strengths in its proposal.,nps.pdf,114
1031,What is the consequence of an application being rejected due to containing false or misleading information?,The applicant shall not make any application for grant of certificate under these regulations or any other regulations for a period of one year from the date of such rejection.,nps.pdf,176
1032,What is the form in which the Authority shall grant a certificate of empanelment?,The form specified in Annexure III,nps.pdf,34
1033,Within what time period shall the annuity service provider initiate action to operationalise the process for purchase of annuities by the subscribers of the National Pension System after receiving the certificate of empanelment?,Thirty working days,nps.pdf,19
1034,Can the Authority give a conditional certificate of empanelment in certain circumstances?,"Yes, where a pending proceeding before the Authority or any court or tribunal may result in the suspension or cancellation of the certificate.",nps.pdf,142
1035,What is the purpose of the verification of information by the Authority?,"To verify the information in any manner, as it deems necessary, including by physical verification of documents, office space, and inspection of the availability of office space, infrastructure, and technological support which the applicant is required to have.",nps.pdf,261
1036,What is the system and process specified by the Authority for purchase of annuities by the subscribers of the National Pension System?,"The Authority specifies the system and process for purchase of annuities by the subscribers of the National Pension System, including the eligibility criteria and requirements for annuity service providers.",nps.pdf,206
1037,What are the conditions of certificate of empanelment for an annuity service provider?,"The conditions of certificate of empanelment for an annuity service provider include paying applicable fees, abiding by the provisions of the Act and regulations, meeting eligibility criteria, and complying with the Insurance Act and Insurance Regulatory and Development Authority Act.",nps.pdf,285
1038,What happens if an annuity service provider fails to apply for renewal of empanelment or has its certificate of empanelment refused or surrendered?,"If an annuity service provider fails to apply for renewal of empanelment or has its certificate of empanelment refused or surrendered, it shall cease to act as an annuity service provider, make provisions for liability incurred, and take other actions as required by the Authority.",nps.pdf,281
1039,How long is the certificate of empanelment valid for an annuity service provider?,"The certificate of empanelment is valid for five years from the date of first empanelment or date of payment of fee last accepted by the Authority, subject to compliance with the provisions of the Act and regulations.",nps.pdf,217
1040,Can an annuity service provider request exemption from eligibility criteria?,"Yes, an annuity service provider can request exemption from eligibility criteria if it does not fulfill any of the criteria, and the Authority may grant exemption if it does not prejudicially affect the interest of subscribers.",nps.pdf,227
1041,What are the duties and responsibilities of an empaneled annuity service provider?,"The duties and responsibilities of an empaneled annuity service provider include providing different kinds of immediate annuities, handling grievances and issues, and delivering monthly or periodical annuity payments to subscribers.",nps.pdf,232
