,question,answer,context
442,"What is the role of the Board in the event of a personal data breach, as described on page 18 of the document?",The Board may direct the Data Fiduciary to adopt any urgent measures to remedy such personal data breach or mitigate any harm caused to Data Principals.,"Page 18 of 24 
 recorded in writing,  issue such directions from time to time as it may consider 
necessary, to such person, who shall be bound to comply with the same.  
  
(3)      The Board may, in the event of a personal data breach, direct the Data Fiduciary to 
adopt any urgent measures to remedy such personal data breach or mitigate any 
harm caused to Data Principals.  
  
(4)      The Board may, on a representation made to it or on  its own motion, modify, 
suspend, withdraw or cancel any direction issued under sub -section (2) and in doing 
so, may impose such conditions as it may deem fit, subject to which the 
modification, suspension, withdrawal or cancellation shall have effect.  
                                                                         
21.     Process to be followed by the Board to ensure compliance with the provisions of the 
Act  
  
(1)      The Board shall function as an independent body and, as far as possible, function as a 
digital office and employ such techno -legal measures as may be prescribed.  
  
(2)      The Board may, on receipt of a complaint made by an affected person or on a 
reference made to it by the Central Government or a State Government or in 
compl iance with the directions of any court or in case of non -compliance with 
section 16 of this Act by a Data Principal, take action in accordance with the 
provisions of this Act.  
  
(3)      The Board may authorise conduct of proceedings relating to complaints , by individual 
Members or groups of Members.  
  
(4)      The Board shall first determine whether there are sufficient grounds to proceed with 
an inquiry. In case the Board determines that there are insufficient grounds, it may, 
for reasons recorded in writ ing, close such proceeding.  
  
(5)      In case the Board determines that there are sufficient grounds to proceed with 
inquiry, it may, for reasons recorded in writing, inquire into the affairs of any person 
for ascertaining whether such person is complyin g with or has complied with the 
provisions of this Act.  
  
(6)      The Board shall conduct such inquiry following the principles of natural justice 
including giving reasonable opportunity of being heard and shall record reasons for 
its actions during the course of such inquiry."
443,"How can the Board initiate an inquiry into the affairs of a person regarding compliance with the Act, as mentioned on page 18?","The Board can initiate an inquiry based on a complaint by an affected person, a reference made by the Central Government or a State Government, in compliance with court directions, or in case of non-compliance with section 16 of the Act by a Data Principal.","Page 18 of 24 
 recorded in writing,  issue such directions from time to time as it may consider 
necessary, to such person, who shall be bound to comply with the same.  
  
(3)      The Board may, in the event of a personal data breach, direct the Data Fiduciary to 
adopt any urgent measures to remedy such personal data breach or mitigate any 
harm caused to Data Principals.  
  
(4)      The Board may, on a representation made to it or on  its own motion, modify, 
suspend, withdraw or cancel any direction issued under sub -section (2) and in doing 
so, may impose such conditions as it may deem fit, subject to which the 
modification, suspension, withdrawal or cancellation shall have effect.  
                                                                         
21.     Process to be followed by the Board to ensure compliance with the provisions of the 
Act  
  
(1)      The Board shall function as an independent body and, as far as possible, function as a 
digital office and employ such techno -legal measures as may be prescribed.  
  
(2)      The Board may, on receipt of a complaint made by an affected person or on a 
reference made to it by the Central Government or a State Government or in 
compl iance with the directions of any court or in case of non -compliance with 
section 16 of this Act by a Data Principal, take action in accordance with the 
provisions of this Act.  
  
(3)      The Board may authorise conduct of proceedings relating to complaints , by individual 
Members or groups of Members.  
  
(4)      The Board shall first determine whether there are sufficient grounds to proceed with 
an inquiry. In case the Board determines that there are insufficient grounds, it may, 
for reasons recorded in writ ing, close such proceeding.  
  
(5)      In case the Board determines that there are sufficient grounds to proceed with 
inquiry, it may, for reasons recorded in writing, inquire into the affairs of any person 
for ascertaining whether such person is complyin g with or has complied with the 
provisions of this Act.  
  
(6)      The Board shall conduct such inquiry following the principles of natural justice 
including giving reasonable opportunity of being heard and shall record reasons for 
its actions during the course of such inquiry."
444,"What is the first step the Board takes when dealing with a complaint, as described on page 18?","The Board first determines whether there are sufficient grounds to proceed with an inquiry. If there are insufficient grounds, the Board may close the proceeding for reasons recorded in writing.","Page 18 of 24 
 recorded in writing,  issue such directions from time to time as it may consider 
necessary, to such person, who shall be bound to comply with the same.  
  
(3)      The Board may, in the event of a personal data breach, direct the Data Fiduciary to 
adopt any urgent measures to remedy such personal data breach or mitigate any 
harm caused to Data Principals.  
  
(4)      The Board may, on a representation made to it or on  its own motion, modify, 
suspend, withdraw or cancel any direction issued under sub -section (2) and in doing 
so, may impose such conditions as it may deem fit, subject to which the 
modification, suspension, withdrawal or cancellation shall have effect.  
                                                                         
21.     Process to be followed by the Board to ensure compliance with the provisions of the 
Act  
  
(1)      The Board shall function as an independent body and, as far as possible, function as a 
digital office and employ such techno -legal measures as may be prescribed.  
  
(2)      The Board may, on receipt of a complaint made by an affected person or on a 
reference made to it by the Central Government or a State Government or in 
compl iance with the directions of any court or in case of non -compliance with 
section 16 of this Act by a Data Principal, take action in accordance with the 
provisions of this Act.  
  
(3)      The Board may authorise conduct of proceedings relating to complaints , by individual 
Members or groups of Members.  
  
(4)      The Board shall first determine whether there are sufficient grounds to proceed with 
an inquiry. In case the Board determines that there are insufficient grounds, it may, 
for reasons recorded in writ ing, close such proceeding.  
  
(5)      In case the Board determines that there are sufficient grounds to proceed with 
inquiry, it may, for reasons recorded in writing, inquire into the affairs of any person 
for ascertaining whether such person is complyin g with or has complied with the 
provisions of this Act.  
  
(6)      The Board shall conduct such inquiry following the principles of natural justice 
including giving reasonable opportunity of being heard and shall record reasons for 
its actions during the course of such inquiry."
445,"How does the Board ensure fairness during an inquiry, as mentioned on page 18?","The Board conducts inquiries following the principles of natural justice, including giving reasonable opportunity of being heard and recording reasons for its actions during the course of the inquiry.","Page 18 of 24 
 recorded in writing,  issue such directions from time to time as it may consider 
necessary, to such person, who shall be bound to comply with the same.  
  
(3)      The Board may, in the event of a personal data breach, direct the Data Fiduciary to 
adopt any urgent measures to remedy such personal data breach or mitigate any 
harm caused to Data Principals.  
  
(4)      The Board may, on a representation made to it or on  its own motion, modify, 
suspend, withdraw or cancel any direction issued under sub -section (2) and in doing 
so, may impose such conditions as it may deem fit, subject to which the 
modification, suspension, withdrawal or cancellation shall have effect.  
                                                                         
21.     Process to be followed by the Board to ensure compliance with the provisions of the 
Act  
  
(1)      The Board shall function as an independent body and, as far as possible, function as a 
digital office and employ such techno -legal measures as may be prescribed.  
  
(2)      The Board may, on receipt of a complaint made by an affected person or on a 
reference made to it by the Central Government or a State Government or in 
compl iance with the directions of any court or in case of non -compliance with 
section 16 of this Act by a Data Principal, take action in accordance with the 
provisions of this Act.  
  
(3)      The Board may authorise conduct of proceedings relating to complaints , by individual 
Members or groups of Members.  
  
(4)      The Board shall first determine whether there are sufficient grounds to proceed with 
an inquiry. In case the Board determines that there are insufficient grounds, it may, 
for reasons recorded in writ ing, close such proceeding.  
  
(5)      In case the Board determines that there are sufficient grounds to proceed with 
inquiry, it may, for reasons recorded in writing, inquire into the affairs of any person 
for ascertaining whether such person is complyin g with or has complied with the 
provisions of this Act.  
  
(6)      The Board shall conduct such inquiry following the principles of natural justice 
including giving reasonable opportunity of being heard and shall record reasons for 
its actions during the course of such inquiry."
446,"Can the Board modify, suspend, withdraw, or cancel any direction it has issued, as described on page 18?","Yes, the Board may modify, suspend, withdraw, or cancel any direction issued under sub-section (2) and may impose conditions as it deems fit, subject to which the modification, suspension, withdrawal, or cancellation shall have effect.","Page 18 of 24 
 recorded in writing,  issue such directions from time to time as it may consider 
necessary, to such person, who shall be bound to comply with the same.  
  
(3)      The Board may, in the event of a personal data breach, direct the Data Fiduciary to 
adopt any urgent measures to remedy such personal data breach or mitigate any 
harm caused to Data Principals.  
  
(4)      The Board may, on a representation made to it or on  its own motion, modify, 
suspend, withdraw or cancel any direction issued under sub -section (2) and in doing 
so, may impose such conditions as it may deem fit, subject to which the 
modification, suspension, withdrawal or cancellation shall have effect.  
                                                                         
21.     Process to be followed by the Board to ensure compliance with the provisions of the 
Act  
  
(1)      The Board shall function as an independent body and, as far as possible, function as a 
digital office and employ such techno -legal measures as may be prescribed.  
  
(2)      The Board may, on receipt of a complaint made by an affected person or on a 
reference made to it by the Central Government or a State Government or in 
compl iance with the directions of any court or in case of non -compliance with 
section 16 of this Act by a Data Principal, take action in accordance with the 
provisions of this Act.  
  
(3)      The Board may authorise conduct of proceedings relating to complaints , by individual 
Members or groups of Members.  
  
(4)      The Board shall first determine whether there are sufficient grounds to proceed with 
an inquiry. In case the Board determines that there are insufficient grounds, it may, 
for reasons recorded in writ ing, close such proceeding.  
  
(5)      In case the Board determines that there are sufficient grounds to proceed with 
inquiry, it may, for reasons recorded in writing, inquire into the affairs of any person 
for ascertaining whether such person is complyin g with or has complied with the 
provisions of this Act.  
  
(6)      The Board shall conduct such inquiry following the principles of natural justice 
including giving reasonable opportunity of being heard and shall record reasons for 
its actions during the course of such inquiry."
447,"What is the purpose of the Board's powers to summon and enforce attendance of persons, examine them on oath, and inspect documents as stated in paragraph (7) of the context?","The purpose of these powers is to enable the Board to conduct a thorough inquiry under this section by gathering necessary information, evidence, and testimony from relevant individuals and documents.","Page 19 of 24 
 (7)      For the purpose of conduct of inquiry under this section, the Board shall have powers 
to summon and enforce the attendance of persons, examine them on oath and 
inspect any data, book, document, register, books of account  or any other 
document.  
  
(8)      Inquiry under this section shall be completed at the earliest. The Board or its officers 
shall not prevent access to any premises  or take into custody any equipment or any 
item that may adversely affect the day -to-day functioning of a person.  
  
(9)      The Board may require the services of any police officer or any officer of the Central 
Government or a State Government to assist it for the purposes of  this section and it 
shall be the duty of every such officer to comply with such requisition.  
  
(10)    During the course of the inquiry if the Board considers it necessary for preventing 
non-compliance with the provisions of this Act, it may, for reasons  to be recorded in 
writing, issue interim orders after giving the concerned persons a reasonable 
opportunity of being heard . 
  
(11)    On conclusion of the inquiry and after giving the concerned persons a reasonable 
opportunity of being heard, if the Board  determines that non -compliance by a 
person is not significant, it may, for reasons recorded in writing, close such inquiry. If 
the Board determines that the non -compliance by the person is significant, it shall 
proceed in accordance with section 25 of thi s Act.  
  
(12)    At any stage after receipt of a complaint, if the Board determines that the complaint is 
devoid of merit, it may issue a warning or impose costs on the complainant.  
  
(13)    Every person shall be bound by the orders of the Board. Every o rder made by the 
Board shall be enforced by it as if it were a decree made by a Civil Court. For the 
purpose of this sub -section, the Board shall have all the powers of a Civil Court as 
provided in the Code of Civil Procedure, 1908.  
  
22.     Review and A ppeal   
  
(1)      The Board may review its order, acting through a group for hearing larger than the 
group which held proceedings in a matter under section 21, on a representation 
made to it, or on its own, and for reasons to be recorded in writing, modify , suspend, 
withdraw or cancel any order issued under the provisions of this Act and in doing so, 
may impose such conditions as it may deem fit, subject to which the modification, 
suspension, withdrawal or cancellation shall have effect."
448,"According to paragraph (10), what conditions must be met for the Board to issue interim orders during an inquiry?","The Board may issue interim orders during an inquiry if it considers it necessary for preventing non-compliance with the provisions of the Act, and after giving the concerned persons a reasonable opportunity of being heard. The reasons for issuing interim orders must be recorded in writing.","Page 19 of 24 
 (7)      For the purpose of conduct of inquiry under this section, the Board shall have powers 
to summon and enforce the attendance of persons, examine them on oath and 
inspect any data, book, document, register, books of account  or any other 
document.  
  
(8)      Inquiry under this section shall be completed at the earliest. The Board or its officers 
shall not prevent access to any premises  or take into custody any equipment or any 
item that may adversely affect the day -to-day functioning of a person.  
  
(9)      The Board may require the services of any police officer or any officer of the Central 
Government or a State Government to assist it for the purposes of  this section and it 
shall be the duty of every such officer to comply with such requisition.  
  
(10)    During the course of the inquiry if the Board considers it necessary for preventing 
non-compliance with the provisions of this Act, it may, for reasons  to be recorded in 
writing, issue interim orders after giving the concerned persons a reasonable 
opportunity of being heard . 
  
(11)    On conclusion of the inquiry and after giving the concerned persons a reasonable 
opportunity of being heard, if the Board  determines that non -compliance by a 
person is not significant, it may, for reasons recorded in writing, close such inquiry. If 
the Board determines that the non -compliance by the person is significant, it shall 
proceed in accordance with section 25 of thi s Act.  
  
(12)    At any stage after receipt of a complaint, if the Board determines that the complaint is 
devoid of merit, it may issue a warning or impose costs on the complainant.  
  
(13)    Every person shall be bound by the orders of the Board. Every o rder made by the 
Board shall be enforced by it as if it were a decree made by a Civil Court. For the 
purpose of this sub -section, the Board shall have all the powers of a Civil Court as 
provided in the Code of Civil Procedure, 1908.  
  
22.     Review and A ppeal   
  
(1)      The Board may review its order, acting through a group for hearing larger than the 
group which held proceedings in a matter under section 21, on a representation 
made to it, or on its own, and for reasons to be recorded in writing, modify , suspend, 
withdraw or cancel any order issued under the provisions of this Act and in doing so, 
may impose such conditions as it may deem fit, subject to which the modification, 
suspension, withdrawal or cancellation shall have effect."
449,Under what circumstances can the Board close an inquiry as per paragraph (11) of the context?,"The Board can close an inquiry if, after giving the concerned persons a reasonable opportunity of being heard, it determines that the non-compliance by a person is not significant. The reasons for closing the inquiry must be recorded in writing.","Page 19 of 24 
 (7)      For the purpose of conduct of inquiry under this section, the Board shall have powers 
to summon and enforce the attendance of persons, examine them on oath and 
inspect any data, book, document, register, books of account  or any other 
document.  
  
(8)      Inquiry under this section shall be completed at the earliest. The Board or its officers 
shall not prevent access to any premises  or take into custody any equipment or any 
item that may adversely affect the day -to-day functioning of a person.  
  
(9)      The Board may require the services of any police officer or any officer of the Central 
Government or a State Government to assist it for the purposes of  this section and it 
shall be the duty of every such officer to comply with such requisition.  
  
(10)    During the course of the inquiry if the Board considers it necessary for preventing 
non-compliance with the provisions of this Act, it may, for reasons  to be recorded in 
writing, issue interim orders after giving the concerned persons a reasonable 
opportunity of being heard . 
  
(11)    On conclusion of the inquiry and after giving the concerned persons a reasonable 
opportunity of being heard, if the Board  determines that non -compliance by a 
person is not significant, it may, for reasons recorded in writing, close such inquiry. If 
the Board determines that the non -compliance by the person is significant, it shall 
proceed in accordance with section 25 of thi s Act.  
  
(12)    At any stage after receipt of a complaint, if the Board determines that the complaint is 
devoid of merit, it may issue a warning or impose costs on the complainant.  
  
(13)    Every person shall be bound by the orders of the Board. Every o rder made by the 
Board shall be enforced by it as if it were a decree made by a Civil Court. For the 
purpose of this sub -section, the Board shall have all the powers of a Civil Court as 
provided in the Code of Civil Procedure, 1908.  
  
22.     Review and A ppeal   
  
(1)      The Board may review its order, acting through a group for hearing larger than the 
group which held proceedings in a matter under section 21, on a representation 
made to it, or on its own, and for reasons to be recorded in writing, modify , suspend, 
withdraw or cancel any order issued under the provisions of this Act and in doing so, 
may impose such conditions as it may deem fit, subject to which the modification, 
suspension, withdrawal or cancellation shall have effect."
450,"What actions can the Board take if it determines that a complaint is devoid of merit, as mentioned in paragraph (12) of the context?","If the Board determines that a complaint is devoid of merit, it may issue a warning or impose costs on the complainant at any stage after receipt of the complaint.","Page 19 of 24 
 (7)      For the purpose of conduct of inquiry under this section, the Board shall have powers 
to summon and enforce the attendance of persons, examine them on oath and 
inspect any data, book, document, register, books of account  or any other 
document.  
  
(8)      Inquiry under this section shall be completed at the earliest. The Board or its officers 
shall not prevent access to any premises  or take into custody any equipment or any 
item that may adversely affect the day -to-day functioning of a person.  
  
(9)      The Board may require the services of any police officer or any officer of the Central 
Government or a State Government to assist it for the purposes of  this section and it 
shall be the duty of every such officer to comply with such requisition.  
  
(10)    During the course of the inquiry if the Board considers it necessary for preventing 
non-compliance with the provisions of this Act, it may, for reasons  to be recorded in 
writing, issue interim orders after giving the concerned persons a reasonable 
opportunity of being heard . 
  
(11)    On conclusion of the inquiry and after giving the concerned persons a reasonable 
opportunity of being heard, if the Board  determines that non -compliance by a 
person is not significant, it may, for reasons recorded in writing, close such inquiry. If 
the Board determines that the non -compliance by the person is significant, it shall 
proceed in accordance with section 25 of thi s Act.  
  
(12)    At any stage after receipt of a complaint, if the Board determines that the complaint is 
devoid of merit, it may issue a warning or impose costs on the complainant.  
  
(13)    Every person shall be bound by the orders of the Board. Every o rder made by the 
Board shall be enforced by it as if it were a decree made by a Civil Court. For the 
purpose of this sub -section, the Board shall have all the powers of a Civil Court as 
provided in the Code of Civil Procedure, 1908.  
  
22.     Review and A ppeal   
  
(1)      The Board may review its order, acting through a group for hearing larger than the 
group which held proceedings in a matter under section 21, on a representation 
made to it, or on its own, and for reasons to be recorded in writing, modify , suspend, 
withdraw or cancel any order issued under the provisions of this Act and in doing so, 
may impose such conditions as it may deem fit, subject to which the modification, 
suspension, withdrawal or cancellation shall have effect."
451,"According to paragraph (1) of section 22, what conditions must be met for the Board to review its order?","The Board may review its order if it acts through a group for hearing larger than the group which held proceedings in a matter under section 21, on a representation made to it, or on its own. The Board must record the reasons for modifying, suspending, withdrawing, or canceling any order issued under the provisions of the Act in writing and may impose such conditions as it deems fit.","Page 19 of 24 
 (7)      For the purpose of conduct of inquiry under this section, the Board shall have powers 
to summon and enforce the attendance of persons, examine them on oath and 
inspect any data, book, document, register, books of account  or any other 
document.  
  
(8)      Inquiry under this section shall be completed at the earliest. The Board or its officers 
shall not prevent access to any premises  or take into custody any equipment or any 
item that may adversely affect the day -to-day functioning of a person.  
  
(9)      The Board may require the services of any police officer or any officer of the Central 
Government or a State Government to assist it for the purposes of  this section and it 
shall be the duty of every such officer to comply with such requisition.  
  
(10)    During the course of the inquiry if the Board considers it necessary for preventing 
non-compliance with the provisions of this Act, it may, for reasons  to be recorded in 
writing, issue interim orders after giving the concerned persons a reasonable 
opportunity of being heard . 
  
(11)    On conclusion of the inquiry and after giving the concerned persons a reasonable 
opportunity of being heard, if the Board  determines that non -compliance by a 
person is not significant, it may, for reasons recorded in writing, close such inquiry. If 
the Board determines that the non -compliance by the person is significant, it shall 
proceed in accordance with section 25 of thi s Act.  
  
(12)    At any stage after receipt of a complaint, if the Board determines that the complaint is 
devoid of merit, it may issue a warning or impose costs on the complainant.  
  
(13)    Every person shall be bound by the orders of the Board. Every o rder made by the 
Board shall be enforced by it as if it were a decree made by a Civil Court. For the 
purpose of this sub -section, the Board shall have all the powers of a Civil Court as 
provided in the Code of Civil Procedure, 1908.  
  
22.     Review and A ppeal   
  
(1)      The Board may review its order, acting through a group for hearing larger than the 
group which held proceedings in a matter under section 21, on a representation 
made to it, or on its own, and for reasons to be recorded in writing, modify , suspend, 
withdraw or cancel any order issued under the provisions of this Act and in doing so, 
may impose such conditions as it may deem fit, subject to which the modification, 
suspension, withdrawal or cancellation shall have effect."
452,"What is the time limit for filing an appeal against an order of the Board to the High Court, as mentioned on page 20 of the given context?",The appeal must be preferred within a period of sixty days from the date of the order appealed against.,"Page 20 of 24 
 (2)      An appeal against any order of the Board shall lie to the High Court. Every appeal 
made under this section shall be preferred within a period of sixty days from the 
date of the order appealed against.  
  
(3)      No civil court shall have the jurisdiction to e ntertain any suit or take any action in 
respect of any matter under the provisions of this Act and no injunction shall be 
granted by any court or other authority in respect of any action taken under the 
provisions of this Act.  
  
23.     Alternate Dispute Resolution  
  
If the Board is of the opinion that any complaint may more appropriately be resolved by 
mediation or other process of dispute resolution, the Board may direct the concerned 
parties to attempt resolution of the dispute through mediation by a bo dy or group of 
persons designated by the Board or such other process as the Board may consider fit.  
  
24.     Voluntary Undertaking  
  
(1)      The Board may accept a voluntary undertaking in respect of any matter related to 
compliance with provisions of this Act from any person at any stage.  
  
(2)      Such voluntary undertaking may include an undertaking to take specified action 
within  a specified time, an undertaking to refrain from taking specified action, and an 
undertaking to publicize the voluntary undertaking.  
  
(3)       The Board may, after accepting the voluntary undertaking and with the agreement of 
the person who gave the vol untary undertaking vary the terms included in the 
voluntary undertaking. Acceptance of the voluntary undertaking by the Board shall 
constitute a bar on proceedings under the provisions of this Act as regards the 
contents of the voluntary undertaking, excep t in cases covered by sub -section (4).  
  
(4)       Where a person fails to comply with any term of the voluntary undertaking accepted 
by the Board, the Board may, after giving such person, a reasonable opportunity of 
being heard, proceed in accordance with  section 25 of this Act.  
  
25.     Financial Penalty  
  
(1)        If the Board determines on conclusion of an inquiry that non -compliance by a person 
is significant, it may, after giving the person a reasonable opportunity of being heard, 
impose such finan cial penalty as specified in Schedule 1, not exceeding rupees five 
hundred crore in each instance."
453,"Which court is barred from entertaining any suit or taking any action in respect of any matter under the provisions of the Act, as stated on page 20?",No civil court shall have the jurisdiction to entertain any suit or take any action in respect of any matter under the provisions of this Act.,"Page 20 of 24 
 (2)      An appeal against any order of the Board shall lie to the High Court. Every appeal 
made under this section shall be preferred within a period of sixty days from the 
date of the order appealed against.  
  
(3)      No civil court shall have the jurisdiction to e ntertain any suit or take any action in 
respect of any matter under the provisions of this Act and no injunction shall be 
granted by any court or other authority in respect of any action taken under the 
provisions of this Act.  
  
23.     Alternate Dispute Resolution  
  
If the Board is of the opinion that any complaint may more appropriately be resolved by 
mediation or other process of dispute resolution, the Board may direct the concerned 
parties to attempt resolution of the dispute through mediation by a bo dy or group of 
persons designated by the Board or such other process as the Board may consider fit.  
  
24.     Voluntary Undertaking  
  
(1)      The Board may accept a voluntary undertaking in respect of any matter related to 
compliance with provisions of this Act from any person at any stage.  
  
(2)      Such voluntary undertaking may include an undertaking to take specified action 
within  a specified time, an undertaking to refrain from taking specified action, and an 
undertaking to publicize the voluntary undertaking.  
  
(3)       The Board may, after accepting the voluntary undertaking and with the agreement of 
the person who gave the vol untary undertaking vary the terms included in the 
voluntary undertaking. Acceptance of the voluntary undertaking by the Board shall 
constitute a bar on proceedings under the provisions of this Act as regards the 
contents of the voluntary undertaking, excep t in cases covered by sub -section (4).  
  
(4)       Where a person fails to comply with any term of the voluntary undertaking accepted 
by the Board, the Board may, after giving such person, a reasonable opportunity of 
being heard, proceed in accordance with  section 25 of this Act.  
  
25.     Financial Penalty  
  
(1)        If the Board determines on conclusion of an inquiry that non -compliance by a person 
is significant, it may, after giving the person a reasonable opportunity of being heard, 
impose such finan cial penalty as specified in Schedule 1, not exceeding rupees five 
hundred crore in each instance."
454,"What is the maximum financial penalty that the Board can impose on a person for significant non-compliance, as specified on page 20?",The Board may impose a financial penalty not exceeding rupees five hundred crore in each instance.,"Page 20 of 24 
 (2)      An appeal against any order of the Board shall lie to the High Court. Every appeal 
made under this section shall be preferred within a period of sixty days from the 
date of the order appealed against.  
  
(3)      No civil court shall have the jurisdiction to e ntertain any suit or take any action in 
respect of any matter under the provisions of this Act and no injunction shall be 
granted by any court or other authority in respect of any action taken under the 
provisions of this Act.  
  
23.     Alternate Dispute Resolution  
  
If the Board is of the opinion that any complaint may more appropriately be resolved by 
mediation or other process of dispute resolution, the Board may direct the concerned 
parties to attempt resolution of the dispute through mediation by a bo dy or group of 
persons designated by the Board or such other process as the Board may consider fit.  
  
24.     Voluntary Undertaking  
  
(1)      The Board may accept a voluntary undertaking in respect of any matter related to 
compliance with provisions of this Act from any person at any stage.  
  
(2)      Such voluntary undertaking may include an undertaking to take specified action 
within  a specified time, an undertaking to refrain from taking specified action, and an 
undertaking to publicize the voluntary undertaking.  
  
(3)       The Board may, after accepting the voluntary undertaking and with the agreement of 
the person who gave the vol untary undertaking vary the terms included in the 
voluntary undertaking. Acceptance of the voluntary undertaking by the Board shall 
constitute a bar on proceedings under the provisions of this Act as regards the 
contents of the voluntary undertaking, excep t in cases covered by sub -section (4).  
  
(4)       Where a person fails to comply with any term of the voluntary undertaking accepted 
by the Board, the Board may, after giving such person, a reasonable opportunity of 
being heard, proceed in accordance with  section 25 of this Act.  
  
25.     Financial Penalty  
  
(1)        If the Board determines on conclusion of an inquiry that non -compliance by a person 
is significant, it may, after giving the person a reasonable opportunity of being heard, 
impose such finan cial penalty as specified in Schedule 1, not exceeding rupees five 
hundred crore in each instance."
455,"Under what circumstances can the Board direct the concerned parties to attempt resolution of a dispute through mediation, as mentioned on page 20?","If the Board is of the opinion that any complaint may more appropriately be resolved by mediation or other process of dispute resolution, it may direct the concerned parties to attempt resolution of the dispute through mediation.","Page 20 of 24 
 (2)      An appeal against any order of the Board shall lie to the High Court. Every appeal 
made under this section shall be preferred within a period of sixty days from the 
date of the order appealed against.  
  
(3)      No civil court shall have the jurisdiction to e ntertain any suit or take any action in 
respect of any matter under the provisions of this Act and no injunction shall be 
granted by any court or other authority in respect of any action taken under the 
provisions of this Act.  
  
23.     Alternate Dispute Resolution  
  
If the Board is of the opinion that any complaint may more appropriately be resolved by 
mediation or other process of dispute resolution, the Board may direct the concerned 
parties to attempt resolution of the dispute through mediation by a bo dy or group of 
persons designated by the Board or such other process as the Board may consider fit.  
  
24.     Voluntary Undertaking  
  
(1)      The Board may accept a voluntary undertaking in respect of any matter related to 
compliance with provisions of this Act from any person at any stage.  
  
(2)      Such voluntary undertaking may include an undertaking to take specified action 
within  a specified time, an undertaking to refrain from taking specified action, and an 
undertaking to publicize the voluntary undertaking.  
  
(3)       The Board may, after accepting the voluntary undertaking and with the agreement of 
the person who gave the vol untary undertaking vary the terms included in the 
voluntary undertaking. Acceptance of the voluntary undertaking by the Board shall 
constitute a bar on proceedings under the provisions of this Act as regards the 
contents of the voluntary undertaking, excep t in cases covered by sub -section (4).  
  
(4)       Where a person fails to comply with any term of the voluntary undertaking accepted 
by the Board, the Board may, after giving such person, a reasonable opportunity of 
being heard, proceed in accordance with  section 25 of this Act.  
  
25.     Financial Penalty  
  
(1)        If the Board determines on conclusion of an inquiry that non -compliance by a person 
is significant, it may, after giving the person a reasonable opportunity of being heard, 
impose such finan cial penalty as specified in Schedule 1, not exceeding rupees five 
hundred crore in each instance."
456,"What are the possible terms that can be included in a voluntary undertaking accepted by the Board, as stated on page 20?","The voluntary undertaking may include an undertaking to take specified action within a specified time, an undertaking to refrain from taking specified action, and an undertaking to publicize the voluntary undertaking.","Page 20 of 24 
 (2)      An appeal against any order of the Board shall lie to the High Court. Every appeal 
made under this section shall be preferred within a period of sixty days from the 
date of the order appealed against.  
  
(3)      No civil court shall have the jurisdiction to e ntertain any suit or take any action in 
respect of any matter under the provisions of this Act and no injunction shall be 
granted by any court or other authority in respect of any action taken under the 
provisions of this Act.  
  
23.     Alternate Dispute Resolution  
  
If the Board is of the opinion that any complaint may more appropriately be resolved by 
mediation or other process of dispute resolution, the Board may direct the concerned 
parties to attempt resolution of the dispute through mediation by a bo dy or group of 
persons designated by the Board or such other process as the Board may consider fit.  
  
24.     Voluntary Undertaking  
  
(1)      The Board may accept a voluntary undertaking in respect of any matter related to 
compliance with provisions of this Act from any person at any stage.  
  
(2)      Such voluntary undertaking may include an undertaking to take specified action 
within  a specified time, an undertaking to refrain from taking specified action, and an 
undertaking to publicize the voluntary undertaking.  
  
(3)       The Board may, after accepting the voluntary undertaking and with the agreement of 
the person who gave the vol untary undertaking vary the terms included in the 
voluntary undertaking. Acceptance of the voluntary undertaking by the Board shall 
constitute a bar on proceedings under the provisions of this Act as regards the 
contents of the voluntary undertaking, excep t in cases covered by sub -section (4).  
  
(4)       Where a person fails to comply with any term of the voluntary undertaking accepted 
by the Board, the Board may, after giving such person, a reasonable opportunity of 
being heard, proceed in accordance with  section 25 of this Act.  
  
25.     Financial Penalty  
  
(1)        If the Board determines on conclusion of an inquiry that non -compliance by a person 
is significant, it may, after giving the person a reasonable opportunity of being heard, 
impose such finan cial penalty as specified in Schedule 1, not exceeding rupees five 
hundred crore in each instance."
